movieId,title,genres,Director,Rotten Tomatoes,imdbRatings,imdbVotes
1573,Face/Off (1997),Action|Crime|Drama|Thriller,John Woo,7.57,7.3,399593
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,Barry Sonnenfeld,8.2,7.3,612588
1581,Out to Sea (1997),Comedy,Martha Coolidge,6.49,6.1,9485
1582,Wild America (1997),Adventure|Children,William Dear,6.76,6.4,7998
1584,Contact (1997),Drama|Sci-Fi,Robert Zemeckis,6.85,7.5,292164
1586,G.I. Jane (1997),Action|Drama,Ridley Scott,6.4,6,86848
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,John Milius,3.25,6.9,162077
1588,George of the Jungle (1997),Children|Comedy,Sam Weisman,5.5,5.5,84105
1589,Cop Land (1997),Action|Crime|Drama|Thriller,James Mangold,7.3,7,105785
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,Paul W.S. Anderson,6.22,6.6,196183
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,Mark A.Z. Dippé,5.68,5.2,72109
1592,Air Bud (1997),Children|Comedy,Charles Martin Smith,5.77,5.3,19337
1593,Picture Perfect (1997),Comedy|Romance,Glenn Gordon Caron,5.95,5.5,21409
1594,In the Company of Men (1997),Comedy|Drama,Neil LaBute,8.9,7.1,14209
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,Sam Pillsbury,5.23,4.7,10753
1596,Career Girls (1997),Drama,Mike Leigh,7.03,7.1,6218
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,Richard Donner,7.03,6.7,106752
1598,Desperate Measures (1998),Crime|Drama|Thriller,Barbet Schroeder,4.6,6.1,17800
1599,Steel (1997),Action,Kenneth Johnson,7.84,3,14946
1600,She's So Lovely (1997),Drama|Romance,Nick Cassavetes,6.49,5.9,8683
1601,Hoodlum (1997),Crime|Drama|Film-Noir,Bill Duke,4.42,6.3,12494
1603,Mimic (1997),Horror|Sci-Fi|Thriller,Guillermo del Toro,6.4,6,55008
1604,Money Talks (1997),Action|Comedy,Brett Ratner,8.38,6.2,31136
1605,Excess Baggage (1997),Adventure|Romance,Marco Brambilla,5.86,5.4,14162
1606,Kull the Conqueror (1997),Action|Adventure,John Nicolella,5.32,4.8,8741
1608,Air Force One (1997),Action|Thriller,Wolfgang Petersen,7.66,6.5,209377
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,John McTiernan,8.92,7.5,214642
1611,My Own Private Idaho (1991),Drama|Romance,Gus Van Sant,9.28,7,61434
1614,In & Out (1997),Comedy,Quentin Tarantino,9.1,7.6,846024
1615,"Edge, The (1997)",Adventure|Drama,Lee Tamahori,7.21,6.9,78788
1616,"Peacemaker, The (1997)",Action|Thriller|War,Mimi Leder,6.4,6,62107
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,Curtis Hanson,5.05,8.2,615524
1619,Seven Years in Tibet (1997),Adventure|Drama|War,Jean-Jacques Annaud,9.19,7.1,155194
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,Gary Fleder,4.24,6.6,80615
1621,Soul Food (1997),Drama,George Tillman Jr.,3.61,7,8880
1623,Wishmaster (1997),Horror,Robert Kurtzman,7.12,5.8,25193
1625,"Game, The (1997)",Drama|Mystery|Thriller,David Fincher,5.77,7.7,426587
1626,Fire Down Below (1997),Action|Drama|Thriller,Félix Enríquez Alcalá,7.03,5.1,19018
1627,U Turn (1997),Crime|Drama|Mystery,Oliver Stone,5.95,6.7,54650
1629,"MatchMaker, The (1997)",Comedy|Romance,Mark Joffe,4.06,6.5,5890
1633,Ulee's Gold (1997),Drama,Victor Nunez,5.23,7,7569
1635,"Ice Storm, The (1997)",Drama,Ang Lee,9.01,7.3,59801
1639,Chasing Amy (1997),Comedy|Drama|Romance,Kevin Smith,4.96,7.2,143436
1640,How to Be a Player (1997),Comedy,Lionel C. Martin,8.92,5.3,9166
1641,"Full Monty, The (1997)",Comedy|Drama,Peter Cattaneo,6.13,7.2,114088
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,Mike Binder,2.71,6.5,5957
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,John Madden,9.2,7.2,15539
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,Jim Gillespie,6.94,5.8,158059
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,Taylor Hackford,4.87,7.5,399912
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,Dexter Fletcher,7.57,7.3,193528
1647,Playing God (1997),Crime|Drama|Thriller,Andy Wilson,6.85,5.6,7966
1648,"House of Yes, The (1997)",Comedy|Drama,Mark Waters,2.44,6.5,8800
1649,"Fast, Cheap & Out of Control (1997)",Documentary,Errol Morris,3.88,7.1,3954
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,Andrew Niccol,7.93,7.7,321886
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,Charles Sturridge,8.2,6.5,6312
1655,Phantoms (1998),Drama|Horror|Thriller,Joe Chappelle,4.42,5.4,22289
1660,Eve's Bayou (1997),Drama,Kasi Lemmons,9.91,7.2,11567
1661,Switchback (1997),Crime|Mystery|Thriller,Jeb Stuart,6.22,6.4,15123
1663,Stripes (1981),Comedy|War,Ivan Reitman,8.38,6.8,79964
1665,Bean (1997),Comedy,Mel Smith,3.25,6.5,110574
1667,Mad City (1997),Action|Drama,Costa-Gavras,9.46,6.3,21042
1670,Welcome to Sarajevo (1997),Drama|War,Michael Winterbottom,7.03,6.7,7803
1672,"Rainmaker, The (1997)",Drama,Francis Ford Coppola,7.48,7.2,82625
1673,Boogie Nights (1997),Drama,Paul Thomas Anderson,8.11,7.9,281018
1674,Witness (1985),Drama|Romance|Thriller,Peter Weir,7.66,7.4,104108
1676,Starship Troopers (1997),Action|Sci-Fi,Paul Verhoeven,7.57,7.3,320966
1678,"Joy Luck Club, The (1993)",Drama|Romance,Wayne Wang,8.83,7.7,18134
1680,Sliding Doors (1998),Drama|Romance,Peter Howitt,7.03,6.7,71314
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,John R. Leonetti,6.22,3.6,57988
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,Peter Weir,9.28,8.2,1188725
1683,"Wings of the Dove, The (1997)",Drama|Romance,Iain Softley,5.05,7.1,12978
1686,Red Corner (1997),Crime|Thriller,Jon Avnet,6.67,6.3,18265
1687,"Jackal, The (1997)",Action|Thriller,Michael Caton-Jones,2.44,6.4,123773
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,"Don Bluth, Gary Goldman",7.39,7.1,135963
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,Jon Amiel,9.19,6.6,34268
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,Jean-Pierre Jeunet,8.29,6.2,262313
1693,Amistad (1997),Drama|Mystery,Steven Spielberg,7.8,7.3,82587
1694,"Apostle, The (1997)",Drama,Robert Duvall,8.38,7.2,14876
1699,"Butcher Boy, The (1997)",Comedy|Drama,Neil Jordan,4.06,7.1,11443
1701,Deconstructing Harry (1997),Comedy|Drama,Woody Allen,7.57,7.3,47762
1702,Flubber (1997),Children|Comedy|Fantasy,Les Mayfield,8.92,5.3,94229
1703,For Richer or Poorer (1997),Comedy,Bryan Spicer,8.47,5.8,12011
1704,Good Will Hunting (1997),Drama|Romance,Gus Van Sant,9.7,8.3,1065281
1707,Home Alone 3 (1997),Children|Comedy,Raja Gosnell,8.74,4.6,126942
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,Clint Eastwood,3.97,6.6,41348
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,Wes Craven,6.67,6.3,208809
1719,"Sweet Hereafter, The (1997)",Drama,Atom Egoyan,9.37,7.5,36578
1721,Titanic (1997),Drama|Romance,James Cameron,7.48,7.9,1274061
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,Roger Spottiswoode,6.31,6.5,204633
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,Kevin Costner,1.2,6.1,77888
1727,"Horse Whisperer, The (1998)",Drama|Romance,Robert Redford,7.03,6.7,43417
1729,Jackie Brown (1997),Crime|Drama|Thriller,Quentin Tarantino,7.75,7.5,374788
1730,Kundun (1997),Drama,Martin Scorsese,4.6,7,30376
1731,Mr. Magoo (1997),Comedy,Stanley Tong,3.43,4.1,16121
1732,"Big Lebowski, The (1998)",Comedy|Crime,"Joel Coen, Ethan Coen",8.29,8.1,855780
1733,Afterglow (1997),Drama|Romance,Alan Rudolph,8.56,6,3780
1735,Great Expectations (1998),Drama|Romance,Alfonso Cuarón,5.86,6.8,56745
1744,Firestorm (1998),Action|Adventure|Thriller,Dean Semler,7.48,4.8,4314
1746,Senseless (1998),Comedy,Penelope Spheeris,6.4,6,17622
1747,Wag the Dog (1997),Comedy,Barry Levinson,7.39,7.1,88120
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,Alex Proyas,7.84,7.6,211518
1752,Hard Rain (1998),Action|Crime|Thriller,Mikael Salomon,2.17,5.9,37062
1753,Half Baked (1998),Comedy,Tamra Davis,9.73,6.6,67565
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,Gregory Hoblit,7.3,7,91635
1755,Shooting Fish (1997),Comedy|Romance,Stefan Schwartz,3.61,6.6,7831
1756,"Prophecy II, The (1998)",Horror,Greg Spence,3.88,5.8,7181
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,Kar-Wai Wong,7.84,7.6,50780
1760,Spice World (1997),Comedy,Bob Spiers,5.5,3.7,37751
1762,Deep Rising (1998),Action|Horror|Sci-Fi,Stephen Sommers,6.49,6.1,40644
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,Antoine Fuqua,6.49,6.1,30422
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,John Landis,8.92,4.9,34731
1777,"Wedding Singer, The (1998)",Comedy|Romance,Frank Coraci,7.21,6.9,161772
1779,Sphere (1998),Sci-Fi|Thriller,Barry Levinson,6.49,6.1,112176
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,Volker Schlöndorff,7.66,6.1,8374
1784,As Good as It Gets (1997),Comedy|Drama|Romance,James L. Brooks,8.6,7.7,317351
1785,King of New York (1990),Crime|Thriller,Abel Ferrara,7.21,6.9,41945
1788,Men with Guns (1997),Action|Drama,John Sayles,7.84,7.6,2875
1791,Twilight (1998),Crime|Drama|Thriller,Catherine Hardwicke,5.77,5.3,486039
1792,U.S. Marshals (1998),Action|Crime|Thriller,Stuart Baird,6.94,6.6,113047
1794,Love and Death on Long Island (1997),Comedy|Drama,Richard Kwietniowski,5.7,6.9,4155
1797,Everest (1998),Documentary|IMAX,Baltasar Kormákur,1.54,7.1,231859
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,Peter O'Fallon,7.21,6.9,29071
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,Randall Wallace,7.21,6.5,178256
1804,"Newton Boys, The (1998)",Crime|Drama,Richard Linklater,4.87,6.1,12303
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,John McNaughton,4.06,6.6,129983
1806,Paulie (1998),Adventure|Children|Comedy,John Roberts,3.52,6.5,16211
1809,Fireworks (Hana-bi) (1997),Crime|Drama,Takeshi Kitano,6.13,7.7,33083
1810,Primary Colors (1998),Comedy|Drama,Mike Nichols,7.03,6.7,30045
1816,Two Girls and a Guy (1997),Comedy|Drama,James Toback,5.95,5.5,8701
1821,"Object of My Affection, The (1998)",Comedy|Romance,Nicholas Hytner,6.4,6,21381
1824,Homegrown (1998),Comedy|Thriller,Stephen Gyllenhaal,3.97,5.7,5024
1827,"Big One, The (1997)",Comedy|Documentary,Michael Moore,7.39,7.1,8030
1833,Mercury Rising (1998),Action|Drama|Thriller,Harold Becker,5.5,6.1,77360
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,David Mamet,7.48,7.2,25763
1835,City of Angels (1998),Drama|Fantasy|Romance,Brad Silberling,7.03,6.7,127243
1836,"Last Days of Disco, The (1998)",Comedy|Drama,Whit Stillman,4.51,6.7,14307
1837,"Odd Couple II, The (1998)",Comedy,Howard Deutch,8.74,6.4,10631
1839,My Giant (1998),Comedy,Michael Lehmann,7.3,5,7155
1840,He Got Game (1998),Drama,Spike Lee,7.21,6.9,51431
1841,"Gingerbread Man, The (1998)",Drama|Thriller,Robert Altman,9.01,5.7,11603
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,Pedro Almodóvar,3.7,7.3,33474
1845,Zero Effect (1998),Comedy|Mystery|Thriller,Jake Kasdan,4.33,6.9,15229
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,Peter Hewitt,1,5.9,23495
1855,Krippendorf's Tribe (1998),Comedy,Todd Holland,6.58,5.1,6330
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,Sammo Kam-Bo Hung,8.2,6.2,28603
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,Abbas Kiarostami,5.5,7.7,36568
1860,Character (Karakter) (1997),Drama,Mike van Diem,5.05,7.7,11235
1862,Species II (1998),Horror|Sci-Fi,Peter Medak,8.65,4.5,31250
1863,Major League: Back to the Minors (1998),Comedy,John Warren,5.5,4.7,8109
1866,"Big Hit, The (1998)",Action|Comedy|Crime,Kirk Wong,6.4,6,31416
1869,Black Dog (1998),Action|Thriller,Kevin Hooks,1.9,5.5,9994
1875,Clockwatchers (1997),Comedy,Jill Sprecher,6.94,6.6,6307
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,Mimi Leder,6.58,6.2,189913
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,Frederik Du Chau,6.58,6.2,17910
1882,Godzilla (1998),Action|Sci-Fi|Thriller,Gareth Edwards,6.76,6.4,437047
1883,Bulworth (1998),Comedy|Drama|Romance,Warren Beatty,2.89,6.8,27237
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,Terry Gilliam,8.2,7.5,300960
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,Don Roos,6.76,6.4,21728
1887,Almost Heroes (1998),Adventure|Comedy|Western,Christopher Guest,6.13,5.7,17666
1888,Hope Floats (1998),Comedy|Drama|Romance,Forest Whitaker,8.2,6,30108
1889,Insomnia (1997),Drama|Mystery|Thriller,Erik Skjoldbj\xe6rg,7.7,7.2,317492
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,Ivan Reitman,6.31,5.9,83335
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,"Harry Elfont, Deborah Kaplan",4.6,6.5,53871
1897,High Art (1998),Drama|Romance,Lisa Cholodenko,6.94,6.6,11061
1904,Henry Fool (1997),Comedy|Drama,Hal Hartley,8.47,7.1,7847
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,"Tony Bancroft, Barry Cook",8.5,7.7,314501
1911,Dr. Dolittle (1998),Comedy,Steve Carr,5.23,4.7,47272
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,Steven Soderbergh,9.4,7,98922
1913,Picnic at Hanging Rock (1975),Drama|Mystery,Peter Weir,2.26,7.4,40828
1914,Smoke Signals (1998),Comedy|Drama,Chris Eyre,8.2,7.2,12554
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,Vincent Gallo,6.4,7.4,59981
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,Michael Bay,7.03,6.7,450624
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,Richard Donner,6.58,6.6,172180
1919,Madeline (1998),Children|Comedy,Daisy von Scherler Mayer,8.65,6,7980
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,Joe Dante,5.05,6.3,105385
1921,Pi (1998),Drama|Sci-Fi|Thriller,Darren Aronofsky,9.73,7.3,186196
1923,There's Something About Mary (1998),Comedy|Romance,"Bobby Farrelly, Peter Farrelly",7.39,7.1,328762
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,Edward D. Wood Jr.,7.48,3.9,40335
1927,All Quiet on the Western Front (1930),Action|Drama|War,Edward Berger,7.84,7.8,245303
1929,Grand Hotel (1932),Drama|Romance,Edmund Goulding,5.5,7.3,20826
1931,Mutiny on the Bounty (1935),Adventure|Drama,Frank Lloyd,2.53,7.6,24663
1934,You Can't Take It with You (1938),Comedy|Romance,Frank Capra,9.28,7.8,27806
1935,How Green Was My Valley (1941),Drama|Musical|Romance,John Ford,7.93,7.7,26350
1936,Mrs. Miniver (1942),Drama|War,William Wyler,7.84,7.6,19385
1937,Going My Way (1944),Comedy|Drama|Musical,Leo McCarey,7.3,7,13293
1938,"Lost Weekend, The (1945)",Drama,Billy Wilder,8.47,7.9,39675
1939,"Best Years of Our Lives, The (1946)",Drama|War,William Wyler,4.42,8.1,70160
1940,Gentleman's Agreement (1947),Drama,Elia Kazan,4.69,7.2,17708
1941,Hamlet (1948),Drama,Kenneth Branagh,4.69,7.7,39989
1942,All the King's Men (1949),Drama,Steven Zaillian,7.84,6.1,25546
1943,"Greatest Show on Earth, The (1952)",Drama,Cecil B. DeMille,6.85,6.5,16036
1944,From Here to Eternity (1953),Drama|Romance|War,Fred Zinnemann,7.3,7.6,50715
1945,On the Waterfront (1954),Crime|Drama,Elia Kazan,8.29,8.1,164416
1946,Marty (1955),Drama|Romance,Delbert Mann,8.74,7.7,26939
1947,West Side Story (1961),Drama|Musical|Romance,"Jerome Robbins, Robert Wise",5.5,7.6,120712
1948,Tom Jones (1963),Adventure|Comedy|Romance,Tony Richardson,4.24,6.4,14202
1950,In the Heat of the Night (1967),Drama|Mystery,Norman Jewison,8.11,7.9,83277
1951,Oliver! (1968),Drama|Musical,Carol Reed,7.39,7.4,41355
1952,Midnight Cowboy (1969),Drama,John Schlesinger,8.74,7.8,119929
1953,"French Connection, The (1971)",Action|Crime|Thriller,William Friedkin,7.93,7.7,134666
1954,Rocky (1976),Drama,John G. Avildsen,8.29,8.1,628141
1955,Kramer vs. Kramer (1979),Drama,Robert Benton,8.56,7.8,154096
1956,Ordinary People (1980),Drama,Robert Redford,4.78,7.7,56471
1957,Chariots of Fire (1981),Drama,Hugh Hudson,9.46,7.1,65625
1958,Terms of Endearment (1983),Comedy|Drama,James L. Brooks,9.28,7.4,65199
1959,Out of Africa (1985),Drama|Romance,Sydney Pollack,9.1,7.1,86053
1960,"Last Emperor, The (1987)",Drama,Bernardo Bertolucci,7.03,7.7,111054
1961,Rain Man (1988),Drama,Barry Levinson,7.93,8,544595
1962,Driving Miss Daisy (1989),Drama,Bruce Beresford,4.87,7.3,117343
1963,Take the Money and Run (1969),Comedy|Crime,Woody Allen,5.68,7.2,31342
1964,Klute (1971),Drama|Mystery,Alan J. Pakula,6.85,7.1,29302
1965,Repo Man (1984),Comedy|Sci-Fi,Alex Cox,5.41,6.9,40721
1966,Metropolitan (1990),Comedy,Whit Stillman,8.92,7.3,12315
1967,Labyrinth (1986),Adventure|Fantasy|Musical,Jim Henson,7.75,7.3,148603
1968,"Breakfast Club, The (1985)",Comedy|Drama,John Hughes,8.56,7.8,435391
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,Rachel Talalay,5.5,4.7,50852
1974,Friday the 13th (1980),Horror|Mystery|Thriller,Sean S. Cunningham,8.83,6.4,156800
1975,Friday the 13th Part 2 (1981),Horror,Steve Miner,6.94,6.1,77711
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,Tom McLoughlin,6.4,6,50765
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,Rob Hedden,9.46,4.5,42862
1982,Halloween (1978),Horror,John Carpenter,9.37,7.7,305432
1983,Halloween II (1981),Horror,Rick Rosenthal,9.46,6.5,101664
1984,Halloween III: Season of the Witch (1982),Horror,Tommy Lee Wallace,8.47,5.1,60832
1985,Halloween 4: The Return of Michael Myers (1988),Horror,Dwight H. Little,6.22,5.8,58510
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,Dominique Othenin-Girard,5.41,4.9,46907
1987,Prom Night (1980),Horror,Nelson McCormick,8.38,3.9,38093
1991,Child's Play (1988),Horror|Thriller,Tom Holland,8.92,6.7,116661
1992,Child's Play 2 (1990),Horror|Thriller,John Lafia,9.91,5.9,57247
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,Jack Bender,9.64,5.2,45951
1994,Poltergeist (1982),Horror|Thriller,Tobe Hooper,9.28,7.3,178728
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,Brian Gibson,8.29,5.7,29799
1996,Poltergeist III (1988),Horror|Thriller,Gary Sherman,5.23,4.7,20246
1997,"Exorcist, The (1973)",Horror|Mystery,William Friedkin,9.64,8.1,453468
1998,Exorcist II: The Heretic (1977),Horror,"John Boorman, Rospo Pallenberg",9.1,3.8,28192
1999,"Exorcist III, The (1990)",Horror,William Peter Blatty,9.01,6.5,38624
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Richard Donner,7.84,7.6,276253
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,Richard Donner,9.28,7.3,188151
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,Richard Donner,9.01,6.7,178445
2003,Gremlins (1984),Comedy|Horror,Joe Dante,9.01,7.3,246356
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,"Joe Dante, Chuck Jones",8.47,6.4,112789
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,Richard Donner,8.38,7.7,297658
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,Martin Campbell,6.67,6.8,197684
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,Richard Fleischer,8.65,7,70535
2010,Metropolis (1927),Drama|Sci-Fi,Fritz Lang,9.19,8.3,185436
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Robert Zemeckis,9.37,7.8,571152
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Robert Zemeckis,9.82,7.4,479750
2014,Freaky Friday (1977),Children|Comedy|Fantasy,Mark Waters,9.37,6.3,151906
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,Vincent McEveety,6.4,6,3232
2017,Babes in Toyland (1961),Children|Fantasy|Musical,Jack Donohue,6.49,6.1,4757
2018,Bambi (1942),Animation|Children|Drama,"James Algar, Samuel Armstrong, David Hand",7.57,7.3,153490
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,Akira Kurosawa,8.74,8.6,365525
2020,Dangerous Liaisons (1988),Drama|Romance,Stephen Frears,7.84,7.6,74921
2021,Dune (1984),Adventure|Sci-Fi,Denis Villeneuve,3.07,8,835661
2022,"Last Temptation of Christ, The (1988)",Drama,Martin Scorsese,6.94,7.5,62871
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,Francis Ford Coppola,3.88,7.6,422282
2024,"Rapture, The (1991)",Drama|Mystery,Michael Tolkin,6.67,6.3,5967
2025,Lolita (1997),Drama|Romance,Stanley Kubrick,7.75,7.5,108750
2026,Disturbing Behavior (1998),Horror|Thriller,David Nutter,6.04,5.6,25174
2028,Saving Private Ryan (1998),Action|Drama|War,Steven Spielberg,8.74,8.6,1493984
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,Tommy O'Haver,1.99,6.6,3979
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,"Ted Berman, Richard Rich",4.51,6.3,40694
2034,"Black Hole, The (1979)",Children|Sci-Fi,Gary Nelson,2.08,5.9,27680
2036,Blank Check (1994),Children|Comedy,Rupert Wainwright,6.04,5.3,21909
2037,Candleshoe (1977),Adventure|Children|Comedy,Norman Tokar,7.03,6.7,4868
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,Norman Tokar,6.7,6,5921
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,Robert Butler,4.6,5.9,5922
2041,Condorman (1981),Action|Adventure|Children|Comedy,Charles Jarrott,2.71,5.7,5344
2042,D2: The Mighty Ducks (1994),Children|Comedy,Sam Weisman,8.92,6.1,42969
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,Robert Stevenson,2.8,7.1,9304
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,Randal Kleiser,8.4,6.9,51505
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,"Ron Clements, Burny Mattinson, David Michener",8.2,7.1,54144
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,Vincent McEveety,6.22,4.9,6221
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,Vincent McEveety,8.74,5.6,8086
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,Kenny Ortega,7.39,6.9,155563
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,Randal Kleiser,5.41,4.9,46688
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Joe Johnston,6.76,6.4,165859
2057,"Incredible Journey, The (1963)",Adventure|Children,Fletcher Markle,7.3,7,5163
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,F. Gary Gray,9.73,7.3,154548
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,Nancy Meyers,6.58,6.6,153970
2060,BASEketball (1998),Comedy,David Zucker,8.2,6.5,65769
2062,"Governess, The (1998)",Drama|Romance,Sandra Goldbacher,8.92,6.2,3148
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,Woody Allen,4.24,7.7,54958
2066,Out of the Past (1947),Film-Noir,Jacques Tourneur,9.19,8,40450
2067,Doctor Zhivago (1965),Drama|Romance|War,David Lean,10,7.9,81808
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Ingmar Bergman,9.46,8.1,67362
2069,"Trip to Bountiful, The (1985)",Drama,Peter Masterson,8.47,7.4,5231
2070,Tender Mercies (1983),Drama|Romance|Western,Bruce Beresford,7.57,7.3,11862
2071,And the Band Played On (1993),Drama,Roger Spottiswoode,8.02,7.8,10893
2072,"'burbs, The (1989)",Comedy,Joe Dante,7.12,6.8,83105
2073,Fandango (1985),Comedy,Kevin Reynolds,9.19,6.7,8700
2075,Mephisto (1981),Drama|War,István Szabó,7.93,7.7,11511
2076,Blue Velvet (1986),Drama|Mystery|Thriller,David Lynch,9.46,7.7,214573
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,Jeremy Kagan,8.02,7,6850
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",7.57,7.3,147740
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,"Ron Clements, John Musker",7.84,7.6,290847
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,Brian Henson,8.02,7.8,70492
2084,Newsies (1992),Children|Musical,Kenny Ortega,7.21,6.9,22471
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,Stephen Herek,8.38,5.7,117131
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",7.57,7.3,152342
2088,Popeye (1980),Adventure|Comedy|Musical,Robert Altman,5.86,5.4,34307
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,"Hendel Butoy, Mike Gabriel",4.87,6.8,47125
